(5220, 216)
(5318, 182)
(5288, 306)
(5224, 748)
(5310, 713)
(5297, 830)
(4254, 752)
(4347, 715)
(4303, 856)
(4252, 219)
(4355, 181)
(4315, 306)
(4984, 134)
(5546, 472)
(5258, 215)
(4980, 657)
(5549, 1002)
(5261, 745)
(4020, 663)
(4578, 1005)
(4300, 750)
(4020, 132)
(4589, 475)
(4297, 215)
