(1175, 222)
(1607, 706)
(1681, 681)
(1660, 795)
(1143, 705)
(1209, 682)
(1185, 792)
(671, 705)
(739, 679)
(701, 773)
(200, 701)
(271, 681)
(259, 785)
(1610, 188)
(1681, 160)
(1678, 246)
(1145, 185)
(1217, 166)
(1188, 255)
(678, 186)
(747, 163)
(714, 261)
(201, 185)
(274, 164)
(253, 264)
(1245, 1069)
(1271, 222)
